"Deine Klassenstufe/Lehrer","In welche Shops/Läden würdest du vorzugsweise gehen? ","Was würdest du in einem Fast Food-Restaurant bestellen","Was würdest du beim Bäcker bestellen?","Was würdest du im Kasino vorzugsweise spielen?","Was würdest du dir in einem Fanartikel-Shop kaufen?","Was würdest du dir in einem Sportladen kaufen?","Was ist deine Lieblingsfarbe?","Was würdest du eher in einem Webshop herunterladen?","Timestamp","Zuletzt aktualisiert","Erstellt von","Aktualisiert von","Entwurf","IP-Adresse","ID","Schlüssel"
"7-8","Fast Food-Restaurant, Bäcker, Kasino, Fanartikel-Shop, Sportladen, Supermarkt, Webshop","Burger","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-10 11:17:17","2019-05-10 11:17:17","","","0","","1160","fbwkd"
"7-8","Fast Food-Restaurant","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Blau","PNG (Ein Bild)","2019-05-10 11:17:19","2019-05-10 11:17:19","","","0","","1161","etz3f"
"7-8","Bäcker","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 11:17:49","2019-05-10 11:17:49","","","0","","1162","k3bll"
"7-8","Fast Food-Restaurant, Supermarkt","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:17:52","2019-05-10 11:17:52","","","0","","1163","ydmce"
"7-8","Fast Food-Restaurant, Sportladen, Supermarkt","Pommes","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:18:01","2019-05-10 11:18:01","","","0","","1164","38uxn"
"7-8","Fast Food-Restaurant, Kasino, Sportladen, Supermarkt","Currywurst","Salamibrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-10 11:18:10","2019-05-10 11:18:10","","","0","","1165","pjgrp"
"7-8","Bäcker, Supermarkt","Pommes","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Taucher-Set","Rot","MP3 (Einen Song)","2019-05-10 11:18:32","2019-05-10 11:18:32","","","0","","1166","gijl0"
"7-8","Fast Food-Restaurant","Burger","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:18:43","2019-05-10 11:18:43","","","0","","1167","csd94"
"7-8","Fast Food-Restaurant, Supermarkt","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:19:06","2019-05-10 11:19:06","","","0","","1168","of7wm"
"7-8","Fast Food-Restaurant","Burger","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:19:27","2019-05-10 11:19:27","","","0","","1169","im3l4"
"7-8","Fast Food-Restaurant","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 11:19:27","2019-05-10 11:19:27","","","0","","1170","et4a7"
"7-8","Fast Food-Restaurant","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:19:33","2019-05-10 11:19:33","","","0","","1171","1nugp"
"7-8","Fast Food-Restaurant, Kasino, Supermarkt","Dinokeule (Chicken Nuggets)","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-10 11:19:44","2019-05-10 11:19:44","","","0","","1172","g9j7d"
"7-8","Webshop","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:19:49","2019-05-10 11:19:49","","","0","","1173","phscy"
"7-8","Fast Food-Restaurant, Supermarkt","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","PNG (Ein Bild)","2019-05-10 11:20:14","2019-05-10 11:20:14","","","0","","1174","7ia0s"
"7-8","Fast Food-Restaurant","Burger","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:20:16","2019-05-10 11:20:16","","","0","","1175","z113x"
"7-8","Bäcker, Sportladen","Dinokeule (Chicken Nuggets)","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 11:21:17","2019-05-10 11:21:17","","","0","","1176","if5i"
"7-8","Fast Food-Restaurant, Supermarkt","Dinokeule (Chicken Nuggets)","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 11:21:23","2019-05-10 11:21:23","","","0","","1177","p000d"
"7-8","Fast Food-Restaurant, Bäcker, Supermarkt, Webshop","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Rot","PNG (Ein Bild)","2019-05-10 11:21:51","2019-05-10 11:21:51","","","0","","1178","f2x4o"
"7-8","Fast Food-Restaurant, Sportladen, Supermarkt","Burger","Salamibrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-10 11:22:25","2019-05-10 11:22:25","","","0","","1179","e945w"
"7-8","Fast Food-Restaurant, Sportladen, Webshop","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:25:59","2019-05-10 11:25:59","","","0","","1180","6nprm"
"7-8","Sportladen","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Grün","PNG (Ein Bild)","2019-05-10 11:26:22","2019-05-10 11:26:22","","","0","","1181","1j27o"
"7-8","Fast Food-Restaurant, Bäcker, Sportladen","Burger","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Blau","PNG (Ein Bild)","2019-05-10 11:27:11","2019-05-10 11:27:11","","","0","","1182","7rfjt"
"7-8","Fanartikel-Shop","Pommes","Franzbrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Violett","MP3 (Einen Song)","2019-05-10 11:27:32","2019-05-10 11:27:32","","","0","","1183","clytx"
"7-8","Fast Food-Restaurant, Kasino, Fanartikel-Shop, Supermarkt, Webshop","Currywurst","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Violett","MP3 (Einen Song)","2019-05-10 11:27:58","2019-05-10 11:27:58","","","0","","1184","7geif"
"7-8","Sportladen","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-10 11:28:31","2019-05-10 11:28:31","","","0","","1185","w1n3x"
"7-8","Sportladen","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:28:53","2019-05-10 11:28:53","","","0","","1186","o2khu"
"7-8","Sportladen","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Gelb","PNG (Ein Bild)","2019-05-10 11:29:06","2019-05-10 11:29:06","","","0","","1187","v937o"
"7-8","Fast Food-Restaurant, Fanartikel-Shop, Sportladen, Webshop","Currywurst","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 11:29:32","2019-05-10 11:29:32","","","0","","1188","i23tm"
"7-8","Sportladen","Currywurst","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:29:33","2019-05-10 11:29:33","","","0","","1189","nyldq"
"7-8","Sportladen","Pommes","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 11:29:38","2019-05-10 11:29:38","","","0","","1190","c1sm5"
"7-8","Sportladen","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Blau","PNG (Ein Bild)","2019-05-10 11:30:17","2019-05-10 11:30:17","","","0","","1191","jvx6x"
"7-8","Fast Food-Restaurant","Pommes","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","PNG (Ein Bild)","2019-05-10 11:31:47","2019-05-10 11:31:47","","","0","","1192","n80qo"
"7-8","Sportladen","Veganer Salat","Schokocroissant","Hau-den-Dino","Pfeife","Taucher-Set","Violett","MP3 (Einen Song)","2019-05-10 11:31:58","2019-05-10 11:31:58","","","0","","1193","qmh2z"
"7-8","Fast Food-Restaurant, Bäcker, Kasino, Fanartikel-Shop, Sportladen, Supermarkt, Webshop","Fleischklopsbrötchen (Boulette/Frikadelle)","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 11:32:21","2019-05-10 11:32:21","","","0","","1194","9t6n3"
"7-8","Fanartikel-Shop","Veganer Salat","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:32:33","2019-05-10 11:32:33","","","0","","1195","xalmk"
"7-8","Fast Food-Restaurant, Fanartikel-Shop, Webshop","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 11:32:40","2019-05-10 11:32:40","","","0","","1196","nuu7f"
"7-8","Sportladen","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:33:03","2019-05-10 11:33:03","","","0","","1197","75jy"
"7-8","Fast Food-Restaurant","Pommes","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 11:33:18","2019-05-10 11:33:18","","","0","","1198","zvd05"
"7-8","Fast Food-Restaurant, Fanartikel-Shop","Fleischklopsbrötchen (Boulette/Frikadelle)","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-10 11:33:19","2019-05-10 11:33:19","","","0","","1199","elv1r"
"7-8","Sportladen","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:33:32","2019-05-10 11:33:32","","","0","","1200","niwrz"
"7-8","Supermarkt","Pommes","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:33:44","2019-05-10 11:33:44","","","0","","1201","e1rx9"
"7-8","Bäcker","Pommes","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:34:09","2019-05-10 11:34:09","","","0","","1202","9da2"
"7-8","Bäcker","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:34:12","2019-05-10 11:34:12","","","0","","1203","xr8hj"
"7-8","Fast Food-Restaurant, Sportladen, Supermarkt","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:34:19","2019-05-10 11:34:19","","","0","","1204","zd9hs"
"9-10","Fast Food-Restaurant, Fanartikel-Shop","Currywurst","Schokocroissant","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-10 11:37:52","2019-05-10 11:37:52","","","0","","1205","3jaqz"
"9-10","Sportladen","Pommes","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:38:04","2019-05-10 11:38:04","","","0","","1206","v4yw6"
"9-10","Bäcker, Sportladen, Supermarkt","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:38:14","2019-05-10 11:38:14","","","0","","1207","glcq1"
"9-10","Bäcker, Sportladen, Webshop","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:38:46","2019-05-10 11:38:46","","","0","","1208","v1l6"
"9-10","Webshop","Dinokeule (Chicken Nuggets)","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Gelb","MP3 (Einen Song)","2019-05-10 11:39:10","2019-05-10 11:39:10","","","0","","1209","hoty4"
"9-10","Sportladen, Supermarkt","Dinokeule (Chicken Nuggets)","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 11:39:11","2019-05-10 11:39:11","","","0","","1210","3dj28"
"9-10","Sportladen","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:39:22","2019-05-10 11:39:22","","","0","","1211","xv3sp"
"9-10","Fanartikel-Shop, Sportladen, Supermarkt","Pommes","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 11:39:47","2019-05-10 11:39:47","","","0","","1212","gq2lv"
"9-10","Fast Food-Restaurant, Bäcker, Sportladen","Burger","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:40:16","2019-05-10 11:40:16","","","0","","1213","pa9gs"
"9-10","Sportladen, Supermarkt","Dinokeule (Chicken Nuggets)","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","PNG (Ein Bild)","2019-05-10 11:40:17","2019-05-10 11:40:17","","","0","","1214","j3883"
"9-10","Fast Food-Restaurant, Supermarkt, Webshop","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:40:25","2019-05-10 11:40:25","","","0","","1215","7r9g5"
"9-10","Fast Food-Restaurant","Pommes","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:40:46","2019-05-10 11:40:46","","","0","","1216","72ls2"
"9-10","Sportladen","Dinokeule (Chicken Nuggets)","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-10 11:41:05","2019-05-10 11:41:05","","","0","","1217","9p9gg"
"9-10","Fast Food-Restaurant, Sportladen, Supermarkt","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 11:41:33","2019-05-10 11:41:33","","","0","","1218","8s68p"
"9-10","Bäcker, Supermarkt","Burger","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:41:34","2019-05-10 11:41:34","","","0","","1219","3d86k"
"9-10","Sportladen","Dinokeule (Chicken Nuggets)","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 11:41:35","2019-05-10 11:41:35","","","0","","1220","xfgdq"
"9-10","Fast Food-Restaurant, Bäcker, Supermarkt, Webshop","Pommes","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:41:44","2019-05-10 11:41:44","","","0","","1221","ksi0b"
"9-10","Fast Food-Restaurant, Supermarkt","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 11:43:02","2019-05-10 11:43:02","","","0","","1222","os6k3"
"9-10","Fast Food-Restaurant, Sportladen","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Rot","MP3 (Einen Song)","2019-05-10 11:43:07","2019-05-10 11:43:07","","","0","","1223","dolyi"
"9-10","Bäcker, Supermarkt","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 11:43:51","2019-05-10 11:43:51","","","0","","1224","59ub"
"9-10","Bäcker, Sportladen, Supermarkt","Burger","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:43:58","2019-05-10 11:43:58","","","0","","1225","tj6t5"
"9-10","Bäcker, Supermarkt, Webshop","Pommes","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:44:14","2019-05-10 11:44:14","","","0","","1226","19b9r"
"9-10","Sportladen","Pommes","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Blau","PNG (Ein Bild)","2019-05-10 11:49:03","2019-05-10 11:49:03","","","0","","1227","277bz"
"9-10","Bäcker, Supermarkt","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 11:49:35","2019-05-10 11:49:35","","","0","","1228","1mf4i"
"9-10","Supermarkt, Webshop","Pommes","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 11:49:53","2019-05-10 11:49:53","","","0","","1229","y1z42"
"9-10","Fast Food-Restaurant","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:50:02","2019-05-10 11:50:02","","","0","","1230","v7jxd"
"9-10","Bäcker, Supermarkt","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 11:50:37","2019-05-10 11:50:37","","","0","","1231","t5q2w"
"9-10","Bäcker, Sportladen, Supermarkt","Veganer Salat","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 11:51:10","2019-05-10 11:51:10","","","0","","1232","hxway"
"9-10","Sportladen","Pommes","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 11:51:12","2019-05-10 11:51:12","","","0","","1233","sc650"
"9-10","Fanartikel-Shop, Webshop","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","PNG (Ein Bild)","2019-05-10 11:51:40","2019-05-10 11:51:40","","","0","","1234","2lc97"
"9-10","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt, Webshop","Dinokeule (Chicken Nuggets)","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 11:51:54","2019-05-10 11:51:54","","","0","","1235","se0za"
"9-10","Bäcker, Supermarkt","Pommes","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 11:52:06","2019-05-10 11:52:06","","","0","","1236","2afah"
"9-10","Fast Food-Restaurant, Fanartikel-Shop, Supermarkt, Webshop","Currywurst","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 11:53:04","2019-05-10 11:53:04","","","0","","1237","s4bv6"
"9-10","Sportladen","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-10 11:53:36","2019-05-10 11:53:36","","","0","","1238","zvxuq"
"9-10","Fast Food-Restaurant, Supermarkt, Webshop","Burger","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-10 11:53:41","2019-05-10 11:53:41","","","0","","1239","6sgk7"
"9-10","Bäcker, Fanartikel-Shop","Burger","Schokocroissant","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","PNG (Ein Bild)","2019-05-10 11:54:08","2019-05-10 11:54:08","","","0","","1240","56c2v"
"9-10","Kasino, Fanartikel-Shop, Sportladen, Webshop","Dinokeule (Chicken Nuggets)","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 11:54:34","2019-05-10 11:54:34","","","0","","1241","82i9g"
"9-10","Fanartikel-Shop, Webshop","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 06:52:24","2019-05-14 06:52:24","","","0","","1242","tiuwv"
"9-10","Fast Food-Restaurant","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 06:52:41","2019-05-14 06:52:41","","","0","","1243","dhplq"
"9-10","Fanartikel-Shop, Webshop","Veganer Salat","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 06:52:46","2019-05-14 06:52:46","","","0","","1244","3foye"
"9-10","Fanartikel-Shop, Sportladen","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-14 06:52:52","2019-05-14 06:52:52","","","0","","1245","hvtt9"
"9-10","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt","Burger","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 06:53:02","2019-05-14 06:53:02","","","0","","1246","6m3c4"
"11","Fast Food-Restaurant","Burger","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-14 06:53:23","2019-05-14 06:53:23","","","0","","1247","rj89q"
"11","Supermarkt","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","PNG (Ein Bild)","2019-05-14 06:53:41","2019-05-14 06:53:41","","","0","","1248","9gsh5"
"9-10","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt, Webshop","Burger","Salamibrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 06:53:52","2019-05-14 06:53:52","","","0","","1249","1cx7p"
"9-10","Fast Food-Restaurant, Sportladen, Supermarkt","Currywurst","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-14 06:53:56","2019-05-14 06:53:56","","","0","","1250","n3oee"
"9-10","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt","Burger","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-14 06:54:08","2019-05-14 06:54:08","","","0","","1251","rlpxj"
"9-10","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt, Webshop","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 06:54:13","2019-05-14 06:54:13","","","0","","1252","8tkrx"
"11","Fanartikel-Shop","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 06:54:46","2019-05-14 06:54:46","","","0","","1253","5e47k"
"11","Sportladen","Burger","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 06:54:59","2019-05-14 06:54:59","","","0","","1254","7k671"
"9-10","Fast Food-Restaurant, Bäcker, Supermarkt","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 06:56:01","2019-05-14 06:56:01","","","0","","1255","viagq"
"11","Sportladen","Pommes","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","PNG (Ein Bild)","2019-05-14 06:56:23","2019-05-14 06:56:23","","","0","","1256","b1gyr"
"9-10","Supermarkt","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-14 06:56:33","2019-05-14 06:56:33","","","0","","1257","1sxop"
"11","Kasino","Dinokeule (Chicken Nuggets)","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 06:56:44","2019-05-14 06:56:44","","","0","","1258","bo1hz"
"9-10","Bäcker","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-14 06:56:46","2019-05-14 06:56:46","","","0","","1259","z27ms"
"11","Fast Food-Restaurant, Bäcker, Supermarkt, Webshop","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-14 06:56:59","2019-05-14 06:56:59","","","0","","1260","xqu89"
"11","Fast Food-Restaurant, Sportladen","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-14 06:57:06","2019-05-14 06:57:06","","","0","","1261","xdls7"
"9-10","Fast Food-Restaurant","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-14 06:57:26","2019-05-14 06:57:26","","","0","","1262","71288a"
